Date,Product,Category,Region,Channel,Units_Sold,Unit_Price,Stock_Remaining
2033-09-26,Monitor,Electronics,West,Store,4,48,283
2033-09-27,Keyboard,Accessories,North,Store,24,367,271
2033-09-28,Monitor,Electronics,North,Store,36,680,34
2033-09-29,Monitor,Electronics,South,Store,36,595,419
2033-09-30,Mouse,Accessories,North,Online,45,469,183
2033-10-01,Laptop,Electronics,North,Online,2,399,98
2033-10-02,Headphones,Accessories,East,Online,28,718,236
2033-10-03,Tablet,Electronics,North,Store,26,385,402
2033-10-04,Tablet,Electronics,East,Store,23,1270,440
2033-10-05,Laptop,Electronics,North,Online,15,1161,468
2033-10-06,Printer,Electronics,North,Store,36,431,121
2033-10-07,Printer,Electronics,West,Online,27,970,416
2033-10-08,Printer,Electronics,West,Store,6,375,22
2033-10-09,Headphones,Accessories,East,Store,35,273,374
2033-10-10,Tablet,Electronics,North,Online,39,746,62
2033-10-11,Laptop,Electronics,South,Online,38,1487,325
2033-10-12,Tablet,Electronics,West,Store,35,700,479
2033-10-13,Monitor,Electronics,South,Online,36,1124,149
2033-10-14,Keyboard,Accessories,West,Online,10,1089,194
2033-10-15,Keyboard,Accessories,West,Store,30,1092,482
2033-10-16,Tablet,Electronics,North,Store,41,1492,79
2033-10-17,Mouse,Accessories,West,Store,38,829,489
2033-10-18,Headphones,Accessories,South,Online,29,1450,314
2033-10-19,Printer,Electronics,West,Store,43,1326,152
2033-10-20,Headphones,Accessories,East,Store,39,492,16
2033-10-21,Headphones,Accessories,North,Store,4,435,38
2033-10-22,Monitor,Electronics,North,Store,5,998,332
2033-10-23,Headphones,Accessories,East,Store,4,619,347
2033-10-24,Keyboard,Accessories,East,Online,36,1164,458
2033-10-25,Monitor,Electronics,East,Store,45,1046,201
2033-10-26,Laptop,Electronics,West,Store,16,1359,422
2033-10-27,Headphones,Accessories,North,Online,25,479,279
2033-10-28,Headphones,Accessories,East,Store,14,1270,421
2033-10-29,Laptop,Electronics,West,Store,11,98,87
2033-10-30,Headphones,Accessories,East,Online,29,794,480
2033-10-31,Laptop,Electronics,South,Store,34,1114,464
2033-11-01,Monitor,Electronics,South,Online,22,915,440
2033-11-02,Keyboard,Accessories,North,Store,14,1240,299
2033-11-03,Laptop,Electronics,West,Online,24,77,291
2033-11-04,Mouse,Accessories,South,Online,39,1467,354
2033-11-05,Laptop,Electronics,South,Store,26,643,69
2033-11-06,Headphones,Accessories,West,Online,43,67,377
2033-11-07,Printer,Electronics,East,Online,36,1478,123
2033-11-08,Printer,Electronics,West,Store,39,1228,79
2033-11-09,Monitor,Electronics,East,Store,16,858,44
2033-11-10,Tablet,Electronics,South,Online,38,184,475
2033-11-11,Monitor,Electronics,South,Store,32,1374,232
2033-11-12,Tablet,Electronics,South,Online,6,349,479
2033-11-13,Printer,Electronics,North,Online,34,1164,153
2033-11-14,Printer,Electronics,North,Store,8,232,394
2033-11-15,Laptop,Electronics,North,Store,30,526,179
2033-11-16,Keyboard,Accessories,West,Online,27,935,408
2033-11-17,Mouse,Accessories,South,Store,7,820,30
2033-11-18,Monitor,Electronics,South,Store,27,187,84
2033-11-19,Headphones,Accessories,West,Online,25,1014,44
2033-11-20,Tablet,Electronics,North,Online,46,849,370
2033-11-21,Headphones,Accessories,West,Online,41,1015,322
2033-11-22,Keyboard,Accessories,North,Online,15,1006,331
2033-11-23,Tablet,Electronics,South,Online,25,806,242
2033-11-24,Monitor,Electronics,East,Online,22,446,39
2033-11-25,Laptop,Electronics,North,Store,18,1264,429
2033-11-26,Headphones,Accessories,South,Online,12,1035,181
2033-11-27,Keyboard,Accessories,South,Store,23,1053,296
2033-11-28,Monitor,Electronics,East,Store,45,1163,472
2033-11-29,Printer,Electronics,South,Online,39,1290,375
2033-11-30,Printer,Electronics,South,Store,25,1403,80
2033-12-01,Monitor,Electronics,North,Online,10,1264,37
2033-12-02,Monitor,Electronics,North,Store,30,792,355
2033-12-03,Monitor,Electronics,East,Online,10,1101,419
2033-12-04,Tablet,Electronics,East,Online,34,1171,466
2033-12-05,Monitor,Electronics,South,Online,46,736,427
2033-12-06,Headphones,Accessories,North,Online,13,105,56
2033-12-07,Keyboard,Accessories,East,Store,29,123,321
2033-12-08,Tablet,Electronics,East,Store,38,162,464
2033-12-09,Monitor,Electronics,West,Store,41,224,29
2033-12-10,Mouse,Accessories,East,Store,45,660,494
2033-12-11,Mouse,Accessories,South,Store,9,1081,265
2033-12-12,Keyboard,Accessories,North,Online,13,1406,226
2033-12-13,Printer,Electronics,East,Online,37,1352,316
2033-12-14,Laptop,Electronics,West,Online,14,1095,446
2033-12-15,Laptop,Electronics,North,Online,37,20,499
2033-12-16,Printer,Electronics,East,Online,9,30,291
2033-12-17,Tablet,Electronics,West,Store,8,766,53
2033-12-18,Tablet,Electronics,East,Online,39,1257,96
2033-12-19,Tablet,Electronics,North,Online,40,975,448
2033-12-20,Laptop,Electronics,North,Store,3,774,465
2033-12-21,Mouse,Accessories,North,Store,47,537,3
2033-12-22,Laptop,Electronics,South,Online,40,1458,438
2033-12-23,Headphones,Accessories,East,Online,33,1051,309
2033-12-24,Monitor,Electronics,South,Store,32,24,366
2033-12-25,Tablet,Electronics,North,Online,7,1405,90
2033-12-26,Mouse,Accessories,West,Online,19,713,88
2033-12-27,Keyboard,Accessories,East,Online,34,131,319
2033-12-28,Keyboard,Accessories,South,Store,14,1023,374
2033-12-29,Monitor,Electronics,East,Online,47,292,91
2033-12-30,Mouse,Accessories,West,Online,46,441,149
2033-12-31,Laptop,Electronics,South,Store,19,284,233
2034-01-01,Laptop,Electronics,North,Store,26,231,408
2034-01-02,Headphones,Accessories,South,Store,17,1121,336
2034-01-03,Headphones,Accessories,East,Online,28,801,58
2034-01-04,Laptop,Electronics,East,Store,19,685,184
2034-01-05,Keyboard,Accessories,East,Online,27,1264,437
2034-01-06,Tablet,Electronics,East,Store,48,388,43
2034-01-07,Keyboard,Accessories,North,Online,19,977,179
2034-01-08,Headphones,Accessories,South,Store,33,366,75
2034-01-09,Monitor,Electronics,North,Online,7,44,143
2034-01-10,Laptop,Electronics,North,Online,29,995,100
2034-01-11,Headphones,Accessories,North,Store,43,1463,380
2034-01-12,Headphones,Accessories,East,Store,5,1397,271
2034-01-13,Tablet,Electronics,East,Online,30,436,464
2034-01-14,Laptop,Electronics,East,Store,49,534,54
2034-01-15,Tablet,Electronics,South,Online,43,234,188
2034-01-16,Laptop,Electronics,West,Store,8,1155,350
2034-01-17,Tablet,Electronics,East,Store,42,973,334
2034-01-18,Keyboard,Accessories,South,Online,12,933,76
2034-01-19,Monitor,Electronics,East,Store,42,447,295
2034-01-20,Monitor,Electronics,East,Store,13,752,218
2034-01-21,Laptop,Electronics,North,Online,26,718,276
2034-01-22,Mouse,Accessories,North,Online,18,235,65
2034-01-23,Printer,Electronics,North,Store,42,432,135
2034-01-24,Headphones,Accessories,South,Online,49,399,233
2034-01-25,Headphones,Accessories,West,Store,20,251,198
2034-01-26,Laptop,Electronics,West,Store,16,854,265
2034-01-27,Tablet,Electronics,South,Online,37,277,440
2034-01-28,Mouse,Accessories,East,Online,3,1299,387
2034-01-29,Keyboard,Accessories,South,Online,27,422,42
2034-01-30,Tablet,Electronics,East,Online,15,443,360
2034-01-31,Tablet,Electronics,South,Online,34,789,227
2034-02-01,Laptop,Electronics,South,Online,45,84,226
2034-02-02,Laptop,Electronics,South,Store,22,209,62
2034-02-03,Headphones,Accessories,West,Store,40,969,170
2034-02-04,Laptop,Electronics,North,Online,23,192,450
2034-02-05,Laptop,Electronics,South,Store,49,778,249
2034-02-06,Laptop,Electronics,West,Store,4,647,337
2034-02-07,Headphones,Accessories,North,Store,41,580,249
2034-02-08,Keyboard,Accessories,North,Store,23,1270,306
2034-02-09,Keyboard,Accessories,South,Online,47,1020,237
2034-02-10,Printer,Electronics,East,Store,9,1431,55
2034-02-11,Printer,Electronics,East,Store,24,420,170
2034-02-12,Laptop,Electronics,East,Online,21,657,407
2034-02-13,Printer,Electronics,South,Online,41,968,479
2034-02-14,Headphones,Accessories,East,Online,46,232,33
2034-02-15,Keyboard,Accessories,West,Online,16,72,314
2034-02-16,Tablet,Electronics,West,Store,25,643,129
2034-02-17,Keyboard,Accessories,West,Online,26,771,129
2034-02-18,Keyboard,Accessories,West,Store,49,681,393
2034-02-19,Headphones,Accessories,North,Store,45,158,150
2034-02-20,Printer,Electronics,West,Online,9,437,142
2034-02-21,Tablet,Electronics,East,Online,15,162,117
2034-02-22,Headphones,Accessories,South,Online,39,528,203
2034-02-23,Laptop,Electronics,East,Online,33,669,383
2034-02-24,Monitor,Electronics,West,Online,1,505,234
2034-02-25,Keyboard,Accessories,North,Online,5,1011,16
2034-02-26,Monitor,Electronics,West,Store,9,1480,81
2034-02-27,Headphones,Accessories,South,Store,44,562,13
2034-02-28,Headphones,Accessories,East,Store,6,312,80
2034-03-01,Headphones,Accessories,South,Store,28,1327,206
2034-03-02,Monitor,Electronics,South,Online,45,690,203
2034-03-03,Headphones,Accessories,South,Online,26,857,378
2034-03-04,Laptop,Electronics,East,Store,28,1057,271
2034-03-05,Headphones,Accessories,West,Store,40,653,31
2034-03-06,Mouse,Accessories,South,Store,15,291,22
2034-03-07,Printer,Electronics,East,Online,6,1068,101
2034-03-08,Monitor,Electronics,North,Online,27,341,161
2034-03-09,Mouse,Accessories,East,Online,38,825,97
2034-03-10,Headphones,Accessories,North,Store,4,1146,143
2034-03-11,Laptop,Electronics,East,Store,11,902,417
2034-03-12,Keyboard,Accessories,West,Online,21,1083,103
2034-03-13,Tablet,Electronics,South,Online,30,254,381
2034-03-14,Printer,Electronics,West,Store,18,851,454
2034-03-15,Tablet,Electronics,East,Store,35,1132,416
2034-03-16,Headphones,Accessories,South,Online,3,1143,323
2034-03-17,Printer,Electronics,North,Store,12,163,170
2034-03-18,Printer,Electronics,East,Online,27,1125,63
2034-03-19,Laptop,Electronics,South,Online,30,608,243
2034-03-20,Printer,Electronics,North,Store,21,248,70
2034-03-21,Monitor,Electronics,North,Store,38,1438,273
2034-03-22,Mouse,Accessories,West,Store,21,1240,451
2034-03-23,Mouse,Accessories,East,Online,38,293,368
2034-03-24,Mouse,Accessories,North,Store,40,609,124
2034-03-25,Monitor,Electronics,South,Store,15,672,382
2034-03-26,Tablet,Electronics,North,Online,18,602,316
2034-03-27,Laptop,Electronics,North,Online,29,987,330
2034-03-28,Printer,Electronics,West,Store,48,391,106
2034-03-29,Monitor,Electronics,West,Online,38,1123,147
2034-03-30,Mouse,Accessories,South,Online,21,1278,394
2034-03-31,Headphones,Accessories,West,Online,17,1330,462
2034-04-01,Keyboard,Accessories,North,Store,41,838,429
2034-04-02,Printer,Electronics,North,Store,18,591,191
2034-04-03,Monitor,Electronics,West,Online,37,564,336
2034-04-04,Monitor,Electronics,North,Online,38,1480,225
2034-04-05,Laptop,Electronics,North,Online,12,146,241
2034-04-06,Laptop,Electronics,South,Store,11,752,495
2034-04-07,Monitor,Electronics,West,Online,48,436,459
2034-04-08,Mouse,Accessories,North,Online,49,657,361
2034-04-09,Keyboard,Accessories,West,Store,20,60,283
2034-04-10,Printer,Electronics,South,Online,9,806,431
2034-04-11,Laptop,Electronics,West,Store,1,316,162
2034-04-12,Printer,Electronics,North,Store,3,61,7
2034-04-13,Mouse,Accessories,West,Store,21,651,346
2034-04-14,Printer,Electronics,North,Online,23,1322,405
2034-04-15,Headphones,Accessories,North,Online,9,52,376
2034-04-16,Laptop,Electronics,North,Store,19,1319,151
2034-04-17,Mouse,Accessories,South,Online,45,684,321
2034-04-18,Mouse,Accessories,West,Store,46,1133,94
2034-04-19,Keyboard,Accessories,South,Online,19,635,213
2034-04-20,Keyboard,Accessories,West,Store,23,967,63
2034-04-21,Headphones,Accessories,South,Store,27,179,64
2034-04-22,Mouse,Accessories,East,Online,27,477,380
2034-04-23,Tablet,Electronics,North,Online,39,418,269
2034-04-24,Mouse,Accessories,North,Online,36,1134,24
2034-04-25,Keyboard,Accessories,South,Online,12,600,483
2034-04-26,Tablet,Electronics,East,Store,27,239,99
2034-04-27,Laptop,Electronics,North,Store,46,1462,104
2034-04-28,Laptop,Electronics,West,Online,34,398,130
2034-04-29,Printer,Electronics,South,Online,33,949,388
2034-04-30,Monitor,Electronics,North,Store,28,1490,320
2034-05-01,Keyboard,Accessories,North,Online,31,983,437
2034-05-02,Monitor,Electronics,South,Online,32,1189,18
2034-05-03,Tablet,Electronics,South,Online,20,252,224
2034-05-04,Keyboard,Accessories,West,Online,40,1414,105
2034-05-05,Headphones,Accessories,West,Store,35,941,53
2034-05-06,Mouse,Accessories,North,Store,31,253,477
2034-05-07,Headphones,Accessories,North,Online,31,745,459
2034-05-08,Tablet,Electronics,South,Store,38,386,393
2034-05-09,Keyboard,Accessories,North,Online,22,500,225
2034-05-10,Tablet,Electronics,North,Online,45,1406,399
2034-05-11,Mouse,Accessories,South,Online,41,609,359
2034-05-12,Laptop,Electronics,North,Store,9,1138,429
2034-05-13,Laptop,Electronics,North,Store,9,235,412
2034-05-14,Tablet,Electronics,East,Store,15,744,14
2034-05-15,Monitor,Electronics,West,Store,13,731,47
2034-05-16,Keyboard,Accessories,South,Store,22,1004,138
2034-05-17,Keyboard,Accessories,East,Online,16,1178,491
2034-05-18,Laptop,Electronics,West,Online,32,1126,33
2034-05-19,Printer,Electronics,West,Store,2,410,419
2034-05-20,Headphones,Accessories,West,Store,26,1090,413
2034-05-21,Printer,Electronics,East,Store,14,411,354
2034-05-22,Mouse,Accessories,East,Online,38,737,456
2034-05-23,Headphones,Accessories,West,Store,34,404,209
2034-05-24,Headphones,Accessories,North,Online,8,400,18
2034-05-25,Tablet,Electronics,North,Online,36,1120,486
2034-05-26,Laptop,Electronics,East,Store,21,1302,195
2034-05-27,Printer,Electronics,East,Online,46,623,325
2034-05-28,Printer,Electronics,East,Online,43,953,114
2034-05-29,Laptop,Electronics,West,Store,28,418,416
2034-05-30,Printer,Electronics,North,Online,46,119,351
2034-05-31,Laptop,Electronics,East,Store,44,402,463
2034-06-01,Tablet,Electronics,East,Online,48,726,74
2034-06-02,Monitor,Electronics,South,Store,6,1235,149
2034-06-03,Headphones,Accessories,West,Store,20,1388,35
2034-06-04,Tablet,Electronics,South,Online,31,29,241
2034-06-05,Keyboard,Accessories,North,Store,33,283,150
2034-06-06,Mouse,Accessories,South,Online,44,1311,62
2034-06-07,Monitor,Electronics,South,Online,7,851,153
2034-06-08,Keyboard,Accessories,South,Store,8,649,187
2034-06-09,Headphones,Accessories,West,Online,9,781,222
2034-06-10,Printer,Electronics,North,Store,2,214,92
2034-06-11,Laptop,Electronics,South,Online,17,581,4
2034-06-12,Headphones,Accessories,West,Online,45,1450,437
2034-06-13,Tablet,Electronics,North,Store,37,1339,165
2034-06-14,Mouse,Accessories,East,Online,42,116,445
2034-06-15,Tablet,Electronics,South,Online,44,481,24
2034-06-16,Monitor,Electronics,North,Online,17,777,97
2034-06-17,Monitor,Electronics,South,Online,38,106,267
2034-06-18,Mouse,Accessories,East,Online,35,1010,149
2034-06-19,Keyboard,Accessories,North,Online,47,96,392
2034-06-20,Keyboard,Accessories,West,Online,39,1189,251
2034-06-21,Monitor,Electronics,North,Online,30,680,83
2034-06-22,Monitor,Electronics,West,Store,6,1154,284
2034-06-23,Printer,Electronics,North,Online,4,784,171
2034-06-24,Laptop,Electronics,West,Online,37,697,220
2034-06-25,Printer,Electronics,East,Store,35,1340,108
2034-06-26,Printer,Electronics,East,Store,9,1469,26
2034-06-27,Keyboard,Accessories,East,Store,6,810,245
2034-06-28,Mouse,Accessories,North,Online,13,1377,54
2034-06-29,Keyboard,Accessories,East,Store,22,602,464
2034-06-30,Laptop,Electronics,South,Store,28,690,132
2034-07-01,Tablet,Electronics,East,Online,30,557,51
2034-07-02,Monitor,Electronics,West,Online,36,1205,492
2034-07-03,Monitor,Electronics,West,Store,2,449,252
2034-07-04,Laptop,Electronics,West,Store,36,1112,268
2034-07-05,Printer,Electronics,North,Online,8,152,297
2034-07-06,Mouse,Accessories,South,Online,45,208,398
2034-07-07,Monitor,Electronics,East,Online,42,592,78
2034-07-08,Headphones,Accessories,South,Online,9,298,17
2034-07-09,Printer,Electronics,South,Online,1,1473,305
2034-07-10,Monitor,Electronics,West,Store,13,561,257
2034-07-11,Headphones,Accessories,West,Online,15,1204,342
2034-07-12,Laptop,Electronics,West,Online,32,765,106
2034-07-13,Laptop,Electronics,North,Online,34,918,396
2034-07-14,Printer,Electronics,South,Online,43,472,490
2034-07-15,Monitor,Electronics,South,Online,31,908,451
2034-07-16,Keyboard,Accessories,North,Store,14,870,46
2034-07-17,Headphones,Accessories,North,Online,47,189,245
2034-07-18,Mouse,Accessories,North,Store,14,849,88
2034-07-19,Monitor,Electronics,South,Online,48,717,202
2034-07-20,Mouse,Accessories,South,Store,29,1100,433
2034-07-21,Monitor,Electronics,West,Store,47,1283,239
2034-07-22,Keyboard,Accessories,West,Online,19,788,489
2034-07-23,Keyboard,Accessories,South,Online,27,377,267
2034-07-24,Printer,Electronics,West,Online,9,220,12
2034-07-25,Printer,Electronics,North,Online,37,463,136
2034-07-26,Keyboard,Accessories,East,Online,37,846,314
2034-07-27,Tablet,Electronics,West,Store,43,1345,172
2034-07-28,Keyboard,Accessories,South,Online,28,1149,229
2034-07-29,Laptop,Electronics,West,Online,24,120,197
2034-07-30,Laptop,Electronics,West,Store,28,1140,490
2034-07-31,Tablet,Electronics,West,Online,36,957,242
2034-08-01,Headphones,Accessories,East,Store,18,48,42
2034-08-02,Mouse,Accessories,North,Online,25,684,329
2034-08-03,Monitor,Electronics,South,Store,35,1481,278
2034-08-04,Monitor,Electronics,East,Online,4,1422,78
2034-08-05,Tablet,Electronics,South,Store,14,92,428
2034-08-06,Laptop,Electronics,South,Store,39,273,278
2034-08-07,Printer,Electronics,South,Online,26,535,231
2034-08-08,Monitor,Electronics,East,Online,8,768,100
2034-08-09,Laptop,Electronics,North,Online,24,1063,161
2034-08-10,Headphones,Accessories,South,Store,16,554,143
2034-08-11,Mouse,Accessories,North,Store,20,440,446
2034-08-12,Headphones,Accessories,North,Store,15,465,108
2034-08-13,Tablet,Electronics,West,Online,7,898,434
2034-08-14,Keyboard,Accessories,East,Online,17,155,232
2034-08-15,Keyboard,Accessories,East,Store,22,1344,110
2034-08-16,Keyboard,Accessories,West,Online,22,52,415
2034-08-17,Headphones,Accessories,West,Store,12,666,421
2034-08-18,Monitor,Electronics,North,Online,18,297,231
2034-08-19,Mouse,Accessories,South,Online,46,152,439
2034-08-20,Keyboard,Accessories,East,Store,47,769,237
2034-08-21,Tablet,Electronics,South,Online,15,145,196
2034-08-22,Tablet,Electronics,South,Online,37,364,272
2034-08-23,Keyboard,Accessories,West,Online,16,36,85
2034-08-24,Keyboard,Accessories,South,Online,5,843,294
2034-08-25,Mouse,Accessories,North,Online,2,581,40
2034-08-26,Keyboard,Accessories,West,Store,28,666,47
2034-08-27,Mouse,Accessories,South,Online,41,649,465
2034-08-28,Tablet,Electronics,West,Store,27,1421,411
2034-08-29,Keyboard,Accessories,North,Online,31,837,76
2034-08-30,Headphones,Accessories,North,Online,41,79,177
2034-08-31,Printer,Electronics,South,Store,36,486,489
2034-09-01,Headphones,Accessories,West,Store,47,647,256
2034-09-02,Tablet,Electronics,South,Online,43,410,116
2034-09-03,Mouse,Accessories,South,Online,1,955,433
2034-09-04,Headphones,Accessories,West,Store,29,704,18
2034-09-05,Mouse,Accessories,South,Store,1,1230,481
2034-09-06,Headphones,Accessories,North,Store,8,517,58
2034-09-07,Headphones,Accessories,West,Store,16,619,195
2034-09-08,Mouse,Accessories,West,Online,28,1404,106
2034-09-09,Monitor,Electronics,West,Online,22,468,450
2034-09-10,Headphones,Accessories,West,Online,18,699,424
2034-09-11,Keyboard,Accessories,South,Online,22,1224,393
2034-09-12,Printer,Electronics,South,Online,41,149,283
2034-09-13,Tablet,Electronics,North,Store,12,168,33
2034-09-14,Monitor,Electronics,East,Store,19,837,294
2034-09-15,Mouse,Accessories,East,Store,25,967,494
2034-09-16,Monitor,Electronics,North,Online,5,519,250
2034-09-17,Laptop,Electronics,East,Store,34,1398,125
2034-09-18,Laptop,Electronics,North,Online,39,1254,338
2034-09-19,Headphones,Accessories,South,Online,10,677,105
2034-09-20,Headphones,Accessories,West,Online,47,1073,439
2034-09-21,Keyboard,Accessories,West,Store,7,596,179
2034-09-22,Printer,Electronics,South,Online,37,1067,109
2034-09-23,Tablet,Electronics,West,Online,47,1003,227
2034-09-24,Monitor,Electronics,West,Store,15,742,120
2034-09-25,Laptop,Electronics,East,Online,42,241,106
2034-09-26,Headphones,Accessories,South,Store,24,621,130
2034-09-27,Tablet,Electronics,East,Online,26,703,22
2034-09-28,Monitor,Electronics,East,Store,26,761,144
2034-09-29,Headphones,Accessories,West,Online,46,944,326
2034-09-30,Headphones,Accessories,West,Online,26,599,153
2034-10-01,Laptop,Electronics,South,Store,10,420,106
2034-10-02,Laptop,Electronics,West,Online,17,920,145
2034-10-03,Headphones,Accessories,West,Store,14,531,251
2034-10-04,Mouse,Accessories,South,Online,2,107,493
2034-10-05,Headphones,Accessories,West,Store,48,69,301
2034-10-06,Tablet,Electronics,East,Online,13,122,69
2034-10-07,Headphones,Accessories,South,Online,27,387,30
2034-10-08,Keyboard,Accessories,West,Online,9,955,92
2034-10-09,Printer,Electronics,North,Store,7,1311,136
2034-10-10,Keyboard,Accessories,South,Store,48,1440,373
2034-10-11,Keyboard,Accessories,South,Store,10,1363,162
2034-10-12,Mouse,Accessories,North,Store,9,1492,80
2034-10-13,Mouse,Accessories,West,Store,22,917,315
2034-10-14,Headphones,Accessories,West,Online,23,928,75
2034-10-15,Keyboard,Accessories,South,Online,7,1283,62
2034-10-16,Mouse,Accessories,South,Online,48,277,99
2034-10-17,Laptop,Electronics,West,Online,9,409,435
2034-10-18,Headphones,Accessories,West,Online,27,1386,47
2034-10-19,Tablet,Electronics,East,Store,24,792,444
2034-10-20,Printer,Electronics,South,Online,29,773,407
2034-10-21,Monitor,Electronics,South,Store,17,1430,73
2034-10-22,Headphones,Accessories,North,Online,20,413,313
2034-10-23,Monitor,Electronics,East,Store,7,702,191
2034-10-24,Keyboard,Accessories,West,Store,43,289,29
2034-10-25,Printer,Electronics,East,Store,40,168,156
2034-10-26,Monitor,Electronics,West,Online,7,1423,486
2034-10-27,Keyboard,Accessories,West,Online,28,830,265
2034-10-28,Laptop,Electronics,East,Online,19,47,255
2034-10-29,Monitor,Electronics,South,Online,20,1192,38
2034-10-30,Printer,Electronics,West,Store,44,1463,54
2034-10-31,Headphones,Accessories,East,Store,39,299,27
2034-11-01,Keyboard,Accessories,North,Store,40,1225,401
2034-11-02,Headphones,Accessories,East,Store,7,185,424
2034-11-03,Printer,Electronics,North,Online,6,36,117
2034-11-04,Mouse,Accessories,West,Store,25,1193,369
2034-11-05,Keyboard,Accessories,East,Online,41,358,208
2034-11-06,Monitor,Electronics,East,Store,13,1088,74
2034-11-07,Keyboard,Accessories,North,Store,39,861,64
2034-11-08,Headphones,Accessories,East,Store,40,208,336
2034-11-09,Laptop,Electronics,East,Online,22,670,355
2034-11-10,Keyboard,Accessories,West,Online,49,1104,99
2034-11-11,Monitor,Electronics,East,Store,17,313,45
2034-11-12,Mouse,Accessories,South,Store,48,1076,315
2034-11-13,Tablet,Electronics,North,Store,22,1342,392
2034-11-14,Laptop,Electronics,East,Online,34,434,428
2034-11-15,Mouse,Accessories,North,Online,8,822,443
2034-11-16,Keyboard,Accessories,North,Online,49,450,155
2034-11-17,Headphones,Accessories,North,Store,45,1143,239
2034-11-18,Printer,Electronics,East,Online,18,1066,352
2034-11-19,Headphones,Accessories,East,Store,24,1463,258
2034-11-20,Monitor,Electronics,North,Online,42,1467,434
2034-11-21,Headphones,Accessories,South,Store,2,506,135
2034-11-22,Laptop,Electronics,North,Store,2,108,369
2034-11-23,Headphones,Accessories,South,Online,27,1252,197
2034-11-24,Monitor,Electronics,North,Store,14,290,186
2034-11-25,Tablet,Electronics,West,Store,48,919,115
2034-11-26,Keyboard,Accessories,North,Store,39,1449,444
2034-11-27,Printer,Electronics,North,Online,12,297,57
2034-11-28,Keyboard,Accessories,East,Store,32,225,69
2034-11-29,Headphones,Accessories,South,Online,28,932,92
2034-11-30,Mouse,Accessories,West,Online,28,347,228
2034-12-01,Keyboard,Accessories,South,Store,46,877,395
2034-12-02,Tablet,Electronics,West,Online,25,896,136
2034-12-03,Headphones,Accessories,North,Store,4,881,104
2034-12-04,Printer,Electronics,East,Online,26,355,304
2034-12-05,Monitor,Electronics,East,Store,36,625,338
2034-12-06,Tablet,Electronics,South,Online,3,611,16
2034-12-07,Headphones,Accessories,East,Store,1,1081,53
2034-12-08,Tablet,Electronics,South,Store,17,1033,111
2034-12-09,Keyboard,Accessories,South,Store,7,1271,171
2034-12-10,Printer,Electronics,West,Store,48,1177,415
2034-12-11,Monitor,Electronics,South,Online,5,727,418
2034-12-12,Headphones,Accessories,West,Online,19,997,461
2034-12-13,Laptop,Electronics,East,Store,39,1433,304
2034-12-14,Monitor,Electronics,South,Online,46,444,437
2034-12-15,Laptop,Electronics,South,Store,34,606,143
2034-12-16,Tablet,Electronics,North,Store,35,825,84
2034-12-17,Mouse,Accessories,South,Online,49,739,11
2034-12-18,Monitor,Electronics,South,Online,16,1470,251
2034-12-19,Tablet,Electronics,North,Store,40,968,215
2034-12-20,Laptop,Electronics,North,Online,47,674,125
2034-12-21,Keyboard,Accessories,East,Store,39,493,97
2034-12-22,Keyboard,Accessories,South,Online,27,587,391
2034-12-23,Mouse,Accessories,East,Online,41,1404,491
2034-12-24,Monitor,Electronics,East,Online,38,230,404
2034-12-25,Monitor,Electronics,North,Online,25,1222,303
2034-12-26,Monitor,Electronics,West,Online,26,1101,391
2034-12-27,Tablet,Electronics,East,Store,14,1116,27
2034-12-28,Printer,Electronics,West,Online,14,234,335
2034-12-29,Printer,Electronics,South,Online,14,919,265
2034-12-30,Mouse,Accessories,North,Store,25,1116,51
2034-12-31,Monitor,Electronics,South,Store,36,486,142
2035-01-01,Tablet,Electronics,South,Store,4,1314,131
2035-01-02,Keyboard,Accessories,North,Online,47,373,345
2035-01-03,Laptop,Electronics,South,Online,15,1277,206
2035-01-04,Tablet,Electronics,North,Store,32,1362,483
2035-01-05,Printer,Electronics,West,Store,18,1062,479
2035-01-06,Printer,Electronics,South,Store,14,644,61
2035-01-07,Keyboard,Accessories,North,Store,1,391,362
2035-01-08,Keyboard,Accessories,East,Online,42,203,485
2035-01-09,Laptop,Electronics,South,Online,20,1320,131
2035-01-10,Keyboard,Accessories,West,Online,10,693,40
2035-01-11,Mouse,Accessories,North,Online,10,774,200
2035-01-12,Laptop,Electronics,South,Online,24,1188,98
2035-01-13,Keyboard,Accessories,South,Store,34,1124,310
2035-01-14,Headphones,Accessories,South,Online,28,341,283
2035-01-15,Tablet,Electronics,West,Store,27,454,356
2035-01-16,Keyboard,Accessories,North,Store,40,1086,46
2035-01-17,Mouse,Accessories,East,Store,1,1356,136
2035-01-18,Monitor,Electronics,East,Online,33,312,129
2035-01-19,Keyboard,Accessories,East,Store,4,707,194
2035-01-20,Printer,Electronics,North,Online,7,907,116
2035-01-21,Printer,Electronics,East,Store,9,88,363
2035-01-22,Printer,Electronics,West,Online,16,75,431
2035-01-23,Monitor,Electronics,North,Store,5,650,68
2035-01-24,Printer,Electronics,South,Online,34,1247,457
2035-01-25,Headphones,Accessories,West,Store,23,439,27
2035-01-26,Keyboard,Accessories,South,Store,43,586,334
2035-01-27,Printer,Electronics,East,Store,25,569,13
2035-01-28,Laptop,Electronics,West,Store,13,262,45
2035-01-29,Monitor,Electronics,North,Online,24,1244,470
2035-01-30,Headphones,Accessories,West,Online,11,767,396
